"file","survey_area","state","issue_date","caption","series"
"AZ-2010-08-30-01.tif","Hualapai-Havasupai Area","AZ","1999","Planar view of the Hualapai-Havasupai area (Soil Survey of Hualapai-Havasupai Area, Arizona; 1999).",""
"AZ-2010-09-09-01.tif","Grand Canyon Area, Parts of Coconino and Mohave Counties","AZ","2003","Physiographic layout of the Grand Canyon Area soil survey (Soil Survey of Grand Canyon Area, Parts of Coconino and Mohave Counties, Arizona; 2003).",""
"AZ-2011-05-27-14.tif","Hualapai-Havasupai Area","AZ","1999","Planar view of the Hualapai-Havasupai Area (Soil Survey of Hualapai-Havasupai Area, Arizona; 1999).",""
"AZ-2011-05-27-15.tif","Hualapai-Havasupai Area","AZ","1999","Cross-sectional view of the physiography of the survey area (Soil Survey of Hualapai-Havasupai Area, Arizona; 1999).",""
"AZ-2011-05-27-16.tif","Hualapai-Havasupai Area","AZ","1999","Generalized diagram of the major land resource units in the survey area (Soil Survey of Hualapai-Havasupai Area, Arizona; 1999).",""
"AZ-2011-05-27-17.tif","Hualapai-Havasupai Area","AZ","1999","Stratigraphic column of the Grand Canyon exhibiting the major geologic formations in the survey area (Soil Survey of Hualapai-Havasupai Area, Arizona; 1999).",""
"CA-2010-08-30-07.tif","Benton-Owens Valley Area, Parts of Inyo and Mono Counties","CA","2002","Generalized geology of southern Owens Valley (Soil Survey of Benton-Owens Valley Area, California, Parts of Inyo and Mono Counties; 2002).",""
"CA-2010-09-09-02.tif","Carrizo Plain Area","CA","","Idealized cross-section of Carrizo Plain showing soil-landscape-geology relationships (Soil Survey of Carrizo Plain Area, California).",""
"CA-2011-05-27-01.tif","Mendocino County, Eastern Part, and Trinity County, Southwestern Part","CA","1991","Pattern of slump-earthflow in an area of clay-rich soils (Soil Survey of Mendocino County, Eastern Part, and Trinity County, Southwestern Part, California; 1991).",""
"CA-2011-05-27-02.tif","Mendocino County, Eastern Part, and Trinity County, Southwestern Part","CA","1991","Pattern of debris flow in an area of clay-rich soils (Soil Survey of Mendocino County, Eastern Part, and Trinity County, Southwestern Part, California; 1991).",""
"CA-2012-04-20-02.tif","Lassen Volcanic National Park","CA","2010","Map showing locations and viewing angles of the block diagrams of detailed soil map units (Soil Survey of Lassen Volcanic National Park, California; 2010).",""
"CA-2012-04-20-10.tif","Redwood National and State Parks","CA","2008","Locations and viewing angles of the block diagrams (Soil Survey of Redwood National and State Parks, California; 2008).",""
"CA-2012-04-20-15.tif","Yosemite
National Park","CA","2006","Bedrock joints and ancient landslides affect soil development (Soil Survey of Yosemite National Park, California; 2006).",""
"CA-2012-05-08-01.tif","Butte Area, Parts of Butte and Plumas Counties","CA","2006","The location of block diagrams 1 to 8. The block diagrams were produced from the detailed soil maps. The vertical scale of the diagrams is exaggerated 2 times in relation to the horizontal scale. This exaggeration helps to more clearly illustrate the topography of the area. The representative geology is not to scale and is idealized to help explain mapping concepts. The block diagrams are not intended to replace the detailed soil maps (Soil Survey of Butte Area, California, Parts of Butte and Plumas Counties; 2006).",""
"CA-2012-05-08-10.tif","Butte Area, Parts of Butte and Plumas Counties","CA","2006","The location of block diagrams of the two developmental sequences (Soil Survey of Butte Area, California, Parts of Butte and Plumas Counties; 2006).",""
"CA-2012-05-08-11.tif","Butte Area, Parts of Butte and Plumas Counties","CA","2006","This diagram shows soil and landscape relationships as a climosequence of soils in which the parent material is derived from Cascade volcanic material (Soil Survey of Butte Area, California, Parts of Butte and Plumas Counties; 2006). ",""
"CA-2012-05-08-12.tif","Butte Area, Parts of Butte and Plumas Counties","CA","2006","This diagram shows a development sequence and includes soils and landscapes formed from a variety of parent materials primarily associated with the Sierra Nevada foothills and mountains (Soil Survey of Butte Area, California, Parts of Butte and Plumas Counties; 2006).",""
"CA-2012-05-08-18.tif","San Luis Obispo
County, Carrizo Plain Area","CA","2003","Physiographic map of the Carrizo Plain Area (Soil Survey of San Luis Obispo County, California, Carrizo Plain Area; 2003).",""
"CA-2012-05-09-01.tif","El Dorado Area","CA","April 1974","Average length of growing season (Soil Survey of El Dorado Area, California; April 1974).",""
"CA-2012-05-09-02.tif","El Dorado Area","CA","April 1974","Average annual precipitation (Soil Survey of El Dorado Area, California; April 1974).",""
"CA-2012-05-09-03.tif","Fresno County, Western Part","CA","2006","The dominant landforms in the western part of Fresno County (Soil Survey of Fresno County, California, Western Part; 2006).",""
"CA-2012-05-09-06.tif","Fresno County, Western Part","CA","2006","Natural drainage classes in the western part of Fresno County (Soil Survey of Fresno County, California, Western Part; 2006).",""
"CA-2012-05-09-07.tif","Fresno County, Western Part","CA","2006","Depth to water saturation in the western part of Fresno County (Soil Survey of Fresno County, California, Western Part; 2006).",""
"CA-2012-05-09-08.tif","Fresno County, Western Part","CA","2006","Salt-affected soils in the western part of Fresno County (Soil Survey of Fresno County, California, Western Part; 2006).",""
"CA-2012-05-09-09.tif","Fresno County, Western Part","CA","2006","Sodium-affected soils in the western part of Fresno County (Soil Survey of Fresno County, California, Western Part; 2006).",""
"CA-2012-05-09-10.tif","Fresno County, Western Part","CA","2006","Ecological sites in western part of Fresno County (Soil Survey of Fresno County, California, Western Part; 2006).",""
"CA-2012-05-09-11.tif","Fresno County, Western Part","CA","2006","Kinds of wildlife habitat in the western part of Fresno County (Soil Survey of Fresno County, California, Western Part; 2006).",""
"CA-2012-05-09-15.tif","San Mateo Area","CA","May 1961","Geologic map of the San Mateo Area. Formations are shown by the symbols Qt, Marine terraces and recent alluvium; Tsc, Santa Clara; Tp, Purisima; Tm, Monterey; Tv, Vaqueros; Tsl, San Lorenzo; Tb, Butano; Tmz, Martinez; Ku, undifferentiated; Jf, Franciscan-Knoxville group; qd, Montara quartz diorite and Gabilan limestone; and db, diabase intrusions (Soil Survey of San Mateo Area, California; May 1961).",""
"CO-2011-05-31-03.tif","Saguache County Area","CO","1984","Pattern of broad groups of soils on the general soil map (Soil Survey of Saguache County Area, Colorado; 1984).",""
"CO-2012-05-09-10.tif","Ute Mountain Area","CO, NM","2008","Major geologic featues of the Ute Mountain Area (Soil Survey of Ute Mountain Area, Colorado and New Mexico; 2008).",""
"FL-2010-03-08-01.tif","Glades County","FL","2000","Geomorphic features of Glades County, Florida (Soil Survey of Glades County, Florida; 2000)",""
"FL-2010-03-08-02.tif","Glades County","FL","2000","Locator map for cross sections in Glades County, Florida (Soil Survey of Glades County, Florida; 2000)",""
"FL-2010-03-08-03.tif","Glades County","FL","2000","Cross section of geologic materials at sites A to A’ in Glades County, Florida (Soil Survey of Glades County, Florida; 2000)",""
"FL-2010-03-08-04.tif","Glades County","FL","2000","Cross section of geologic materials at sites B to B’ in Glades County, Florida (Soil Survey of Glades County, Florida; 2000).",""
"FL-2012-04-25-02.tif","Gadsden County","FL","January 1961","Geologic cross section, east-west along U.S. Highway No. 90 (Soil Survey of Gadsden County, Florida; January 1961).",""
"FL-2012-04-25-04.tif","Gadsden County","FL","January 1961","Geologic map of Gadsden County (Soil Survey of Gadsden County, Florida; January 1961).",""
"FL-2012-04-25-05.tif","Alachua County","FL","August 1985","Geologic map of Alachua County (Soil Survey of Alachua County, Florida; August 1985).",""
"FL-2012-04-25-06.tif","Alachua County","FL","August 1985","Geologic cross section of Alachua County, Florida, from Lake Wauberg to the Santa Fe River (Soil Survey of Alachua County, Florida; August 1985).",""
"FL-2012-04-25-07.tif","Alachua County","FL","August 1985","Potentiometric map of the Floridan Aquifer in Alachua County, Florida (Soil Survey of Alachua County, Florida; August 1985).",""
"FL-2012-04-25-08.tif","Clay County","FL","September 1989","Geologic cross section of Clay County, Florida. The numbers preceded by ""w"" are well numbers (Soil Survey of Clay County, Florida; September 1989).",""
"FL-2012-04-25-09.tif","Clay County","FL","September 1989","Physiographic map of Clay County, Florida (Soil Survey of Clay County, Florida; September 1989).",""
"FL-2012-04-25-10.tif","Flagler County","FL","October 1997","Geomorphology of Flagler County. The locations of the cross-sections in figures 3 and 4 are also indicated (Soil Survey of Flagler County, Florida; October 1997).",""
"FL-2012-04-25-11.tif","Flagler County","FL","October 1997","A geologic cross-section of A to A', as indicated in figure 2, in Flagler County (Soil Survey of Flagler County, Florida; October 1997).",""
"FL-2012-04-25-12.tif","Flagler County","FL","October 1997","A geologic cross-section of B to B', as indicated in figure 2, in Flagler County (Soil Survey of Flagler County, Florida; October 1997).",""
"FL-2012-04-25-13.tif","Franklin County","FL","February 1994","Stratigraphic cross section of Franklin County from southwest to northeast (Soil Survey of Franklin County, Florida; February 1994).",""
"FL-2012-04-25-14.tif","Gilchrist County","FL","September 1992","The geomorphic zones in Gilchrist County (Soil Survey of Gilchrist County, Florida; September 1992).",""
"FL-2012-04-25-15.tif","Hendry County","FL","December 1990","Hendry County is in the Sandy Flatlands, Everglades, and Big Cypress Swamp physiographic areas and is divided into three areas characterized by differing sinkhole development (Soil Survey of Hendry County, Florida; December 1990).",""
"FL-2012-04-25-16.tif","Hendry County","FL","December 1990","A geologic section extending from west to east shows the stratigraphic layers in Hendry County. The location of section C-C' is shown in figure 3 (Soil Survey of Hendry County, Florida; December 1990).",""
"FL-2012-04-25-17.tif","Hendry County","FL","December 1990","The surficial geologic formations in Hendry County (Soil Survey of Hendry County, Florida; December 1990).",""
"FL-2012-04-25-18.tif","Lafayette County","FL","1998","Geomorphic features in Lafayette County and the locations of cross sections (Soil Survey of Lafayette County, Florida; 1998).",""
"FL-2012-04-25-19.tif","Lafayette County","FL","1998","Geologic cross section of A to A' (Soil Survey of Lafayette County, Florida; 1998).",""
"FL-2012-04-25-20.tif","Lafayette County","FL","1998","Geologic cross section of B to B' (Soil Survey of Lafayette County, Florida; 1998).",""
"FL-2012-04-25-21.tif","Lafayette County","FL","1998","A geologic map of Lafayette County. The map reflects the geologic formations encountered at a depth of 20 feet or less (Soil Survey of Lafayette County, Florida; 1998).",""
"FL-2012-04-25-22.tif","Levy County","FL","September 1996","Geologic cross sections in Levy County, Florida. The numbers preceded by ""W"" are well numbers (Soil Survey of Levy County, Florida; September 1996).",""
"FL-2012-04-25-23.tif","Levy County","FL","September 1996","Geologic cross section A-A' in Levy County, Florida. The numbers preceded by ""W"" are well numbers. ""T.D."" means total depth (Soil Survey of Levy County, Florida; September 1996).",""
"FL-2012-04-25-24.tif","Levy County","FL","September 1996","Geologic cross section B-B' in Levy County, Florida. The numbers preceded by ""W"" are well numbers. ""T.D."" means total depth (Soil Survey of Levy County, Florida; September 1996).",""
"FL-2012-04-25-25.tif","Madison County","FL","October 1990","Physiographic map of Madison County (Soil Survey of Madison County, Florida; October 1990).",""
"FL-2012-04-25-26.tif","Madison County","FL","October 1990","Geologic east to west cross sections A-A' and B-B' and northwest to southeast cross sections C-C' in Madison County. Numbers preceded by a ""W"" are Florida Geological Survey well accession numbers (Soil Survey of Madison County, Florida; October 1990).",""
"FL-2012-04-25-27.tif","Pasco County","FL","June 1982","Physiographic map of Pasco County, approximated after White (13) (Soil Survey of Pasco County, Florida; June 1982).",""
"FL-2012-04-25-28.tif","Polk County","FL","October 1990","Generalized physiographic map of Polk County and vicinity (Soil Survey of Polk County, Florida; October 1990).",""
"FL-2012-04-25-29.tif","Polk County","FL","October 1990","Cross section location map and north-to-south and west-to-east lithostratigraphic cross sections in Polk County. Well numbers followed by ""C"" are cores (Soil Survey of Polk County, Florida; October 1990).",""
"FL-2012-04-26-01.tif","Putnam County","FL","March 1990","Geomorphic features of Putnam County (Soil Survey of Putnam County, Florida; March 1990).",""
"FL-2012-04-26-02.tif","Putnam County","FL","March 1990","Cenozoic stratigraphic column (Soil Survey of Putnam County, Florida; March 1990).",""
"FL-2012-04-26-03.tif","Putnam County","FL","March 1990","Geological cross section A-A' in Putnam County (Soil Survey of Putnam County, Florida; March 1990).",""
"FL-2012-04-26-04.tif","St. Johns County","FL","October 1983","Cross section of St. Johns County (Soil Survey of St. Johns County, Florida; October 1983).",""
"FL-2012-04-26-05.tif","Seminole County","FL","March 1990","Physiographic features and location of cross sections of the geologic formations of Seminole County, Florida, and the surrounding areas (Soil Survey of Seminole County, Florida; March 1990).",""
"FL-2012-04-26-06.tif","Seminole County","FL","March 1990","West to northeast and south to north cross-sections based on well log information across Seminole County (Soil Survey of Seminole County, Florida; March 1990).",""
"FL-2012-04-26-07.tif","Seminole County","FL","March 1990","Location map of the Hawthorn Group in Seminole County, Florida (Soil Survey of Seminole County, Florida; March 1990).",""
"FL-2012-04-26-08.tif","Seminole County","FL","June 1966","Cross section of the main geologic formations of Seminole County (Soil Survey of Seminole County, Florida; June 1966).",""
"FL-2012-04-26-10.tif","Sumter County","FL","November 1988","Geological cross sections A-A', B-B', and C-C' in Sumter County (Soil Survey of Sumter County, Florida; November 1988).",""
"FL-2012-04-26-11.tif","Sumter County","FL","November 1988","Geological cross section A-A' shows stratigraphy in Sumter County. Vertical numbers preceded by a ""w"" are well numbers (Soil Survey of Sumter County, Florida; November 1988).",""
"FL-2012-04-26-12.tif","Sumter County","FL","November 1988","Geological cross sections B-B' and C-C' shows stratigraphy in Sumter County and adjacent counties. Vertical numbers preceded by a ""w"" are well numbers (Soil Survey of Sumter County, Florida; November 1988).",""
"FL-2012-04-26-13.tif","Union County","FL","October 1991","Geological cross sections in Union County, Florida (Soil Survey of Union County, Florida; October 1991).",""
"FL-2012-04-26-14.tif","Union County","FL","October 1991","Geological cross section A-A' in Union County. The numbers preceded by ""W"" are well numbers (Soil Survey of Union County, Florida; October 1991).",""
"FL-2012-04-26-15.tif","Union County","FL","October 1991","Geological cross section B-B' in Union County. The numbers preceded by ""W"" are well numbers (Soil Survey of Union County, Florida; October 1991).",""
"FL-2012-04-26-18.tif","Volusia County","FL","February 1980","Physiographic regions showing approximate extent of marine terraces, relict shoreline ridges (Atlantic Coastal Ridge and Rima Ridge) and karst ridges (Deland Ridge and Crescent City Ridge) (Soil Survey of Volusia County, Florida; February 1980).",""
"FL-2012-04-26-19.tif","Volusia County","FL","February 1980","Cross section of Volusia County (Soil Survey of Volusia County, Florida; February 1980).",""
"FL-2012-04-26-20.tif","Wakulla County","FL","March 1991","The Woodville Karst Plain and the Apalachicola Coastal Lowlands, subdivisions of the Gulf Coastal Lowlands in Wakulla County (Soil Survey of Wakulla County, Florida; March 1991).",""
"FL-2012-04-26-21.tif","Wakulla County","FL","March 1991","Geologic cross section showing stratigraphy in Wakulla County. The numbers preceded by ""W"" are well numbers (Soil Survey of Wakulla County, Florida; March 1991).",""
"FL-2012-04-26-22.tif","Wakulla County","FL","March 1991","Geologic cross section showing stratigraphy in Wakulla County. The numbers preceded by ""W"" are well numbers (Soil Survey of Wakulla County, Florida; March 1991).",""
"FL-2012-04-26-23.tif","Wakulla County","FL","March 1991","Wakulla County is along the eastern edge of the Apalachicola Embayment (Soil Survey of Wakulla County, Florida; March 1991).",""
"FL-2012-04-26-24.tif","Walton County","FL","May 1989","Physiography divisions of Walton County, Florida (Soil Survey of Walton County, Florida; May 1989).",""
"FL-2012-04-26-25.tif","Walton County","FL","May 1989","Geologic map of Walton County, Florida (Soil Survey of Walton County, Florida; May 1989).",""
"FL-2012-04-26-26.tif","Walton County","FL","May 1989","Geologic cross sections of Walton County, Florida (Soil Survey of Walton County, Florida; May 1989).",""
"FL-2012-04-26-28.tif","Washington County","FL","May 1965","Geologic map of Washington County, Fla. (Soil Survey of Washington County, Florida; May 1965).",""
"FL-2012-04-26-29.tif","Washington County","FL","May 1965","Geologic formations along lines AB and CD on figure 25 (Soil Survey of Washington County, Florida; May 1965).",""
"FL-2012-04-26-30.tif","Collier County Area","FL","1998","Geomorphic features of the Collier County area (Soil Survey of Collier County Area, Florida; 1998).",""
"FL-2012-04-26-31.tif","Dade County Area","FL","January 1996","Geomorphological areas of Dade County (Soil Survey of Dade County Area, Florida; January 1996).",""
"FL-2012-04-26-32.tif","Dade County Area","FL","January 1996","A geological cross section of Dade County area (Soil Survey of Dade County Area, Florida; January 1996).",""
"FL-2012-04-26-33.tif","Escambia County","FL","2004","Geomorphology of Escambia County and location of cross sections (Soil Survey of Escambia County, Florida; 2004).",""
"FL-2012-04-26-34.tif","Escambia County","FL","2004","Cross section of geologic materials from east to west through Escambia County, Florida (Soil Survey of Escambia County, Florida; 2004).",""
"FL-2012-04-26-35.tif","Escambia County","FL","2004","Cross section of geologic materials from north to south through Escambia County, Florida (Soil Survey of Escambia County, Florida; 2004).",""
"FL-2012-04-26-36.tif","Calhoun County","FL","2004","Geomorphology of Calhoun County and location of cross sections (Soil Survey of Calhoun County, Florida; 2004).",""
"FL-2012-04-26-37.tif","Calhoun County","FL","2004","Cross section of geologic materials from east to west through Calhoun County, Florida (Soil Survey of Calhoun County, Florida; 2004).",""
"FL-2012-04-26-38.tif","Calhoun County","FL","2004","Cross section of geologic materials from north to south through Calhoun County, Florida (Soil Survey of Calhoun County, Florida; 2004).",""
"FL-2012-04-26-39.tif","Gulf County","FL","2001","Location of geological cross sections in Gulf County (Soil Survey of Gulf County, Florida; 2001).",""
"FL-2012-04-26-40.tif","Gulf County","FL","2001","Location and range in elevation of the marine terraces identified in Gulf County (Soil Survey of Gulf County, Florida; 2001).",""
"FL-2012-04-26-41.tif","Gulf County","FL","2001","Cross section of geologic materials at sites A to A´ (Soil Survey of Gulf County, Florida; 2001).",""
"FL-2012-04-26-42.tif","Gulf County","FL","2001","Cross section of geologic materials at sites B to B´ (Soil Survey of Gulf County, Florida; 2001).",""
"FL-2012-04-26-43.tif","Gulf County","FL","2001","Cross section of geologic materials at sites C to C´ (Soil Survey of Gulf County, Florida; 2001).",""
"FL-2012-04-26-44.tif","Liberty County","FL","2007","Geomorphic features in Liberty County (after Scott, in preparation) (Soil Survey of Liberty County, Florida; 2007).",""
"FL-2012-04-26-45.tif","Liberty County","FL","2007","Geologic units and cross sections in Liberty County (from Scott et al., 2001) (Soil Survey of Liberty County, Florida; 2007).",""
"FL-2012-04-26-46.tif","Liberty County","FL","2007","Cross section of geologic materials at sites A to A´. The vertical exaggeration is approximately 175 times true scale (Soil Survey of Liberty County, Florida; 2007).",""
"FL-2012-04-26-47.tif","Liberty County","FL","2007","Cross section of geologic materials at sites B to B´. The vertical exaggeration is approximately 175 times true scale (Soil Survey of Liberty County, Florida; 2007).",""
"FL-2012-04-26-48.tif","Taylor County","FL","2000","Locator map for cross sections and geomorphic features in Taylor County (Soil Survey of Taylor County, Florida; 2000).",""
"FL-2012-04-26-49.tif","Taylor County","FL","2000","Cross section of geologic materials at sites A to A´. The vertical exaggeration is approximately 570 times true scale (Soil Survey of Taylor County, Florida; 2000).",""
"FL-2012-04-26-50.tif","Taylor County","FL","2000","Cross section of geologic materials at sites B to B´. The vertical exaggeration is approximately 570 times true scale (Soil Survey of Taylor County, Florida; 2000).",""
"FL-2012-04-26-51.tif","Hamilton County","FL","2004","Location of geomorphic zones and geologic cross sections in Hamilton County (Soil Survey of Hamilton County, Florida; 2004).",""
"FL-2012-04-26-52.tif","Hamilton County","FL","2004","Cross section of geologic materials at sites A to A´ (Soil Survey of Hamilton County, Florida; 2004).",""
"FL-2012-04-26-53.tif","Hamilton County","FL","2004","Cross section of geologic materials at sites B to B´ (Soil Survey of Hamilton County, Florida; 2004).",""
"FL-2012-04-26-54.tif","Orange County","FL","August 1989","Geological cross sections A-A' and B-B' in Orange County. Numbers preceded by a ""W"" are well numbers (Soil Survey of Orange County, Florida; August 1989).",""
"FL-2012-04-26-55.tif","Orange County","FL","August 1989","Physiographic map of Central Florida, Orange County, Florida, and the surrounding area (Soil Survey of Orange County, Florida; August 1989).",""
"FL-2012-04-26-56.tif","Pinellas County","FL","2006","Generalized map of terraces in Pinellas County (Soil Survey of Pinellas County, Florida; 2006).",""
"FL-2012-04-26-57.tif","Pinellas County","FL","2006","Generalized geologic map showing location of cross sections in Pinellas County (Soil Survey of Pinellas County, Florida; 2006).",""
"FL-2012-04-26-58.tif","DeSoto County","FL","July 1989","Most of DeSoto County is in the DeSoto Plain physiographic area (Soil Survey of DeSoto County, Florida; July 1989).",""
"FL-2012-04-26-59.tif","DeSoto County","FL","July 1989","Suwannee Limestone underlies the soils throughout DeSoto County (Soil Survey of DeSoto County, Florida; July 1989).",""
"FL-2012-04-26-60.tif","DeSoto County","FL","July 1989","The Peace River Formation is near sea level throughout DeSoto County (Soil Survey of DeSoto County, Florida; July 1989).",""
"FL-2012-04-26-61.tif","Okeechobee County","FL","2003","Locator map for cross sections and geomorphic features in Okeechobee County (modified from White, 1970) (Soil Survey of Okeechobee County, Florida; 2003).",""
"FL-2012-04-26-62.tif","Okeechobee County","FL","2003","Cross section of geologic materials at sites A to A´ (Soil Survey of Okeechobee County, Florida; 2003).",""
"FL-2012-04-26-63.tif","Okeechobee County","FL","2003","Cross section of geologic materials at sites B to B´ (Soil Survey of Okeechobee County, Florida; 2003).",""
"GA-2012-04-25-01.tif","Bulloch County","GA","May 1968","Geologic map of Bulloch County, Ga. (Soil Survey of Bulloch County, Georgia; May 1968).",""
"GA-2012-04-25-02.tif","Douglas County","GA","November 1961","Soil associations of Douglas County, Ga. (Soil Survey of Douglas County, Georgia; November 1961).",""
"GA-2012-04-25-03.tif","Forsyth County","GA","February 1960","Geologic formations in Forsyth County, Ga.: cgn, biotite gneiss and schist; ggn, granite and gneiss; ca, Ashland schist; a, recent alluvium (Soil Survey of Forsyth County, Georgia; February 1960).",""
"GA-2012-04-25-04.tif","Jenkins County","GA","December 1968","Geologic map of Jenkins County showing (1) alluvium and undifferentiated terrace deposits, (2) the Cooper Marl formation, (3) the Barnwell formation, and (4) the Hawthorn formation. Line A–B shows the direction and location of the profile in figure 17 (Soil Survey of Jenkins County, Georgia; December 1968).",""
"GA-2012-04-25-05.tif","Jenkins County","GA","December 1968","Profile of the county extending from Bulloch County, A, to Burke County, B. The line, A–B, crosses the dissected Hawthorn formation and recent alluvium along the Ogeechee River. The Brandywine shoreline at an elevation of 270 feet, the Coharie shoreline at 215 feet, and the Okefenokee shoreline at 170 feet are shown. The piezometric surface is at 155 feet (Soil Survey of Jenkins County, Georgia; December 1968).",""
"GA-2012-04-25-06.tif","McIntosh County","GA","December 1961","Location of profile line in McIntosh County (Soil Survey of McIntosh County, Georgia; December 1961).",""
"GA-2012-04-25-07.tif","McIntosh County","GA","December 1961","East-west cross section of McIntosh County between Barrington Lake and Blackbeard Island. The solid line indicates elevation in the county. The broken line is the height to which water will rise in a tight casing of a well that penetrates the limestone aquifer (August 1957) (Soil Survey of McIntosh County, Georgia; December 1961).",""
"GA-2012-04-25-08.tif","McIntosh County","GA","December 1961","Present and former shorelines in McIntosh County. The Silver Bluff shoreline lies between the areas indicated as having an elevation of less than 10 feet and areas that have an elevation of 10 to 30 feet. The Pamlico shoreline extends along the edges of areas that have an elevation of 30 feet or more. Adapted from map of high terrace and Pleistocene shorelines of Georgia and Florida (Soil Survey of McIntosh County, Georgia; December 1961).",""
"GA-2012-04-25-09.tif","Bryan and Chatham Counties","GA","March 1974","Location of the marine terraces. The Silver Bluff Formation is at elevations of less than 10 feet; the Pamlico Formation is between 10 and 30 feet; the Penholoway Formation is between 30 and 70 feet; the Wicomico Formation is between 70 and 100 feet; and the Okefenokee Formation is at elevations of more than 100 feet (Soil Survey of Bryan and Chatham Counties, Georgia; March 1974).",""
"GA-2012-04-25-10.tif","Houston and Peach Counties","GA","July 1967","Geologic formations in Houston and Peach Counties (Soil Survey of Houston and Peach Counties, Georgia; July 1967).",""
"GA-2012-04-25-11.tif","Clay and Quitman Counties","GA","2006","Geology of Clay County, Georgia (Soil Survey of Clay and Quitman Counties, Georgia; 2006).",""
"GA-2012-04-25-12.tif","Clay and Quitman Counties","GA","2006","Geology of Quitman County, Georgia (Soil Survey of Clay and Quitman Counties, Georgia; 2006).",""
