file,survey_area,state,issue_date,caption,series
http://www.nrcs.usda.gov/Internet/NRCS_DIAGRAMS/graphics/AZ-2011-05-27-10.tif,Gila Bend-Ajo Area,AZ,1997,"Typical pattern of soil associations in the survey area (Soil Survey of Gila Bend-Ajo Area, Arizona; 1997). ","Carrizo, Casa Grande, Cristobal, Denure, Gadsden, Gunsight, Indio, Kamato, Pahaka, Quilotosa, Redun, Shontik, Yahana "
http://www.nrcs.usda.gov/Internet/NRCS_DIAGRAMS/graphics/AZ-2011-05-27-11.tif,Gila Bend-Ajo Area,AZ,1997,"A typical area of Gunsight-Chuckawalla complex, 1 to 15 percent slopes (Soil Survey of Gila Bend-Ajo Area, Arizona; 1997). ","Carrizo, Chuckawalla, Desert Pavement, Gunsight, Momoli"
http://www.nrcs.usda.gov/Internet/NRCS_DIAGRAMS/graphics/AZ-2011-05-27-12.tif,Gila Bend-Ajo Area,AZ,1997,"An idealized soil-landscape profile of the Maricopa Mountains (Soil Survey of Gila Bend-Ajo Area, Arizona; 1997). ","Carrizo, Cipriano, Comobabi, Coolidge, Cuerda,  Dateland, Denure, Gilman, Gunsight, Lagunita, Momoli, Quilotosa, Rillito, Vaiva, Why "
http://www.nrcs.usda.gov/Internet/NRCS_DIAGRAMS/graphics/AZ-2011-05-27-13.tif,Gila Bend-Ajo Area,AZ,1997,"Cross section of the Valley of the Ajo, from Black Mountain across Rio Cornez (Soil Survey of Gila Bend-Ajo Area, Arizona; 1997). ","Carrizo, Cherioni, Cipriano, Cuerda, Dateland, Denure, Gunsight, Hyder, Rillito, Why"
http://www.nrcs.usda.gov/Internet/NRCS_DIAGRAMS/graphics/AZ-2011-05-27-14.tif,Hualapai-Havasupai Area,AZ,1999,"Planar view of the Hualapai-Havasupai Area (Soil Survey of Hualapai-Havasupai Area, Arizona; 1999).",
http://www.nrcs.usda.gov/Internet/NRCS_DIAGRAMS/graphics/AZ-2011-05-27-15.tif,Hualapai-Havasupai Area,AZ,1999,"Cross-sectional view of the physiography of the survey area (Soil Survey of Hualapai-Havasupai Area, Arizona; 1999).",
http://www.nrcs.usda.gov/Internet/NRCS_DIAGRAMS/graphics/AZ-2011-05-27-16.tif,Hualapai-Havasupai Area,AZ,1999,"Generalized diagram of the major land resource units in the survey area (Soil Survey of Hualapai-Havasupai Area, Arizona; 1999).",
http://www.nrcs.usda.gov/Internet/NRCS_DIAGRAMS/graphics/AZ-2011-05-27-17.tif,Hualapai-Havasupai Area,AZ,1999,"Stratigraphic column of the Grand Canyon exhibiting the major geologic formations in the survey area (Soil Survey of Hualapai-Havasupai Area, Arizona; 1999).",
http://www.nrcs.usda.gov/Internet/NRCS_DIAGRAMS/graphics/AZ-2011-05-27-18.tif,Hualapai-Havasupai Area,AZ,1999,"Typical pattern of soils and parent material in the Rock outcrop-Torriorthents-Splanod general soil map unit in the Grand Canyon. Splanod soils are on the structural bench known as the Esplanade, on the uppermost member (Soil Survey of Hualapai-Havasupai Area, Arizona; 1999).","Splanod, Torriorthents"
http://www.nrcs.usda.gov/Internet/NRCS_DIAGRAMS/graphics/AZ-2011-05-27-19.tif,Hualapai-Havasupai Area,AZ,1999,"Typical pattern of soils and parent material in the Rizno-Ustorthents-Rock outcrop general soil map unit. This unit occurs at the highest elevations of the Grand Canyon and its major tributaries (Soil Survey of Hualapai-Havasupai Area, Arizona; 1999).","Rizno, Ustorthents"
http://www.nrcs.usda.gov/Internet/NRCS_DIAGRAMS/graphics/AZ-2011-05-27-20.tif,Hualapai-Havasupai Area,AZ,1999,"Typical pattern of soils and parent material in the Winona-Curhollow-Puertecito general soil map unit (Soil Survey of Hualapai-Havasupai Area, Arizona; 1999).","Curhollow, Puertecito, Tenderfoot, Tusayan, Winona"
http://www.nrcs.usda.gov/Internet/NRCS_DIAGRAMS/graphics/AZ-2011-05-27-21.tif,Hualapai-Havasupai Area,AZ,1999,"Typical pattern of soils and parent material in the Deama-Toqui and Natank-Disterheff-Yumtheska general soil map units. The landscape is controlled by the underlying limestone, and soil components vary mainly in depth to rock and slope (Soil Survey of Hualapai-Havasupai Area, Arizona; 1999).","Deama, Disterheff, Natank, Toqui, Yumtheska"
http://www.nrcs.usda.gov/Internet/NRCS_DIAGRAMS/graphics/AZ-2011-05-27-22.tif,Hualapai-Havasupai Area,AZ,1999,"Typical pattern of soils and parent material in the Pinntank-Pocomate-Theecan general soil map unit. Parts of the Coconino Plateau in the survey area are overlain by deep, alluvial deposits that have been uplifted and eroded into dessected hills, Theecan soils are derived from these deposits (Soil Survey of Hualapai-Havasupai Area, Arizona; 1999).","Pinntank, Pocomate, Retsover, Theecan "
http://www.nrcs.usda.gov/Internet/NRCS_DIAGRAMS/graphics/AZ-2011-05-27-23.tif,Long Valley Area,AZ,1974,"Typical patterns of soil in area south of East Clear Creek (Soil Survey of Long Valley Area, Arizona; 1974).","Brolliar, Chilson, Hogg, Jacks, McVickers, Palomino, Soldier, Tortugas,  Wildcat"
http://www.nrcs.usda.gov/Internet/NRCS_DIAGRAMS/graphics/AZ-2011-05-27-24.tif,Long Valley Area,AZ,1974,"Typical pattern of soils in area north of East Clear Creek (Soil Survey of Long Valley Area, Arizona; 1974).","Disterheff, Gem, Hogg, Jacks, McVickers, Springerville, Tortugas, Winona"
http://www.nrcs.usda.gov/Internet/NRCS_DIAGRAMS/graphics/AZ-2011-05-27-25.tif,"Pima County, Eastern Part",AZ,2003,"Typical soil and landscape relationship on the northwest side of the Santa Rita Mountains (Soil Survey of Pima County, Arizona, Eastern Part; 2003).","Deloro, Mabray, Mohave, Pinaleno, Sahuarita, Yaqui"
http://www.nrcs.usda.gov/Internet/NRCS_DIAGRAMS/graphics/AZ-2011-05-27-26.tif,"Pima County, Eastern Part",AZ,2003,"Typical soil and landscape relationship on the east side of the Baboquirari Mountains (Soil Survey of Pima County, Arizona, Eastern Part; 2003).","Altar, Lampshire, Romero, Sasabe, White House"
http://www.nrcs.usda.gov/Internet/NRCS_DIAGRAMS/graphics/AZ-2011-05-27-27.tif,"Pima County, Eastern Part",AZ,2003,"Typical soil and landscape relationship in the San Pedro River Valley (Soil Survey of Pima County, Arizona, Eastern Part; 2003).","Arizo, Delnorte, Nahda, Pantak "
http://www.nrcs.usda.gov/Internet/NRCS_DIAGRAMS/graphics/AZ-2011-05-27-28.tif,"Pinal County, Western Part",AZ,1991,"Generalized relationship of some soils in the survey area (Soil Survey of Pinal County, Arizona, Western Part; 1991). ","Akela, Cipriano, Denure, Gunsught, Mohall, Momoli, Morana, Pinamt, Sasco"
http://www.nrcs.usda.gov/Internet/NRCS_DIAGRAMS/graphics/AZ-2011-05-27-29.tif,Tohono O'odham Nation,AZ,1999,"Generalized relationship of some very warm (hyperthermic) soils in the survey area (Soil Survey of Tohono O'oodham Nation, Arizona; 1999).","Casa Grande, Denure, Gachado, Glenbar, Gunsight, Hickiwan, Mohall, Pinamt, Quilotosa, Sasco, Talai, Trix, Tucson, Vecont"
http://www.nrcs.usda.gov/Internet/NRCS_DIAGRAMS/graphics/AZ-2011-05-27-30.tif,Tohono O'odham Nation,AZ,1999,"Generalized relationship of some warm (thermic) soil map units (Soil Survey of Tohono O'oodham Nation, Arizona; 1999).","Bucklebar, Caralampi, Cellar, Hayhook, Keysto, Kimrose, Lampshire, Pantak, Selevin, Soledad, Topawa, Tubac"
http://www.nrcs.usda.gov/Internet/NRCS_DIAGRAMS/graphics/AZ-2011-05-27-31.tif,Tohono O'odham Nation,AZ,1999,"Pattern of soil map units on the thermic-hyperthermic break (Soil Survey of Tohono O'oodham Nation, Arizona; 1999).","Delthorny, Denure, Garzona, Mohall, Nahda, Pahaka, Stagecoach, Trix"
http://www.nrcs.usda.gov/Internet/NRCS_DIAGRAMS/graphics/AZ-2012-05-09-01.tif,Colorado River Indian Reservation,"AZ, CA",November 1986,"Soil landscape profile (Soil Survey of Colorado River Indian Reservation, Arizona—California; November 1986).","Cherioni, Chuckawalla, Gadsden, Glenbar, Gunsight, Lagunita, Laposa, Rositas, Superstition, Vint"
http://www.nrcs.usda.gov/Internet/NRCS_DIAGRAMS/graphics/CA-2010-08-30-01.tif,"Tahoe Basin Area, California and Nevada","CA, NV",2007,"Representative diagram of the Meiss Meadow area (not to scale). The Sky-Callat general soil map unit is in this area (Soil Survey of the Tahoe Basin Area, California and Nevada; 2007).","Bidart, Callat, Cagwin, Dagget, Hawkinspeak, Lithnip, Meiss, Rockbound, Sky, Temo, Toem, Witefels"
http://www.nrcs.usda.gov/Internet/NRCS_DIAGRAMS/graphics/CA-2010-08-30-02.tif,"Tahoe Basin Area, California and Nevada","CA, NV",2007,"Representative diagram of the Blackwood Canyon area (not to scale). The Waca-Ellispeak general soil map unit is in this area (Soil Survey of the Tahoe Basin Area, California and Nevada; 2007).","Ellispeak, Kneeridge, Melody, Sky, Tahoe, Waca"
http://www.nrcs.usda.gov/Internet/NRCS_DIAGRAMS/graphics/CA-2010-08-30-03.tif,"Tahoe Basin Area, California and Nevada","CA, NV",2007,"Representative diagram of the Freel Peak area (not to scale). The Whittell-Jobsis-Rock outcrop general soil map unit is in this area (Soil Survey of the Tahoe Basin Area, California and Nevada; 2007).","Bidart, Cagwin, Cassenai, Christopher, Cryorthents, Gefo, Jabu, Jobsis, Marla, Tahoe, Temo, Toem, Whitell, Witefels"
http://www.nrcs.usda.gov/Internet/NRCS_DIAGRAMS/graphics/CA-2010-08-30-04.tif,"Stanislaus County, Northern Part",CA,2007,"Typical pattern of soils and parent materials on the eastern side of the San Joaquin Valley and in the low hills of the metamorphic belt region of the Sierra Nevada Mountains. Consolidated parent materials are in the hills (Soil Survey of Stanislaus County, California, Northern Part; 2007).","Amador, Auburn, Bellota, Cogna, Columbia, Exeter, Finrod, Honcut, Keyes, Madera, Mckeonhills, Nord, Pentz, Peters, Redding, San Joaquin, Veritas"
http://www.nrcs.usda.gov/Internet/NRCS_DIAGRAMS/graphics/CA-2010-08-30-05.tif,Colusa County,CA,2006,"Typical pattern of soils on the western edge of the Sacramento Valley and on the Coast Range foothills (Soil Survey of Colusa County, California).","Altamont, Arbuckle, Ayar, Corning, Corval, Sehorn"
http://www.nrcs.usda.gov/Internet/NRCS_DIAGRAMS/graphics/CA-2010-08-30-06.tif,Colusa County,CA,2006,"Typical pattern of soils along the Sacramento River, near the city of Colusa (Soil Survey of Colusa County, California; 2006).","Corbiere, Moonbend, Vina, Willows"
http://www.nrcs.usda.gov/Internet/NRCS_DIAGRAMS/graphics/CA-2010-08-30-07.tif,"Benton-Owens Valley Area, Parts of Inyo and Mono Counties",CA,2002,"Generalized geology of southern Owens Valley (Soil Survey of Benton-Owens Valley Area, California, Parts of Inyo and Mono Counties; 2002).",
